,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
26760,"{'id': 29565, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29565.json'}",ܐܦܘܦܠܝܟܣܝܐ,{'English': ['apoplexy']},{'Greek': ['ἀποπληξία']},,"[{'id': 55939, 'uri': 'https://sedra.bethmardutho.org/api/word/55939.json'}]",noun,,Greek,ἀποπληξία
26761,"{'id': 29566, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29566.json'}",ܐܦܘܦܢܐ,{'English': ['to deny']},{'Greek': ['ἀπόφημι']},,"[{'id': 55940, 'uri': 'https://sedra.bethmardutho.org/api/word/55940.json'}]",verb,,Greek,ἀπόφημι
26762,"{'id': 29567, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29567.json'}",ܐܦܘܦܢܛܝܩܘܣ,{'English': ['declaratory']},{'Greek': ['ἀποφαντικός']},,"[{'id': 55941, 'uri': 'https://sedra.bethmardutho.org/api/word/55941.json'}]",adjective,,Greek,ἀποφαντικός
26763,"{'id': 29568, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29568.json'}",ܐܦܘܦܢܛܝ,{'English': ['the meeting of the Lord and Simeon']},{'Greek': ['ὑπαπάντη']},,"[{'id': 55942, 'uri': 'https://sedra.bethmardutho.org/api/word/55942.json'}]",noun,,Greek,ὑπαπάντη
26764,"{'id': 29569, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29569.json'}",ܐܦܘܩܪܝܣܪܐ,"{'English': ['correspondent, agent']}",{'Greek': ['ἀποκρισιάριος']},,"[{'id': 55943, 'uri': 'https://sedra.bethmardutho.org/api/word/55943.json'}]",noun,,Greek,ἀποκρισιάριος
26765,"{'id': 29570, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29570.json'}",ܐܦܘܪܘܡܐ,{'English': ['a measure']},{'Greek': ['ἀπόρρυμα']},,"[{'id': 55944, 'uri': 'https://sedra.bethmardutho.org/api/word/55944.json'}]",noun,,Greek,ἀπόρρυμα
26766,"{'id': 29571, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29571.json'}",ܐܦܘܪܘܢ,{'English': ['incombustible']},{'Greek': ['ἄπυρος']},,"[{'id': 55945, 'uri': 'https://sedra.bethmardutho.org/api/word/55945.json'}]",adjective,,Greek,ἄπυρος
26768,"{'id': 29573, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29573.json'}",ܐܦܝܐܣ,{'English': ['Apia']},{'Greek': ['Appia']},,"[{'id': 55947, 'uri': 'https://sedra.bethmardutho.org/api/word/55947.json'}]",proper noun (place name),,Greek,Appia
26770,"{'id': 29575, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29575.json'}",ܐܦܝܓܪܐܡܐ,{'English': ['an epigram']},{'Greek': ['ἐπίγραμμα']},,"[{'id': 55949, 'uri': 'https://sedra.bethmardutho.org/api/word/55949.json'}]",noun,,Greek,ἐπίγραμμα
26773,"{'id': 29578, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29578.json'}",ܐܦܝܠܝܘܛܘܣ,{'English': ['the East wind']},{'Greek': ['ἀπηλιώτης']},,"[{'id': 55952, 'uri': 'https://sedra.bethmardutho.org/api/word/55952.json'}]",noun,,Greek,ἀπηλιώτης
26774,"{'id': 29579, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29579.json'}",ܐܦܝܠܝܦܛܝܩܝܐ,{'English': ['epilepsy']},{'Greek': ['ἐπιληπτικός']},,"[{'id': 55953, 'uri': 'https://sedra.bethmardutho.org/api/word/55953.json'}]",noun,,Greek,ἐπιληπτικός
26777,"{'id': 29582, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29582.json'}",ܐܦܝܢܛܛܝܣ,{'English': ['a scholasticus of Alexandria']},{'Greek': ['ἐπαινετός']},,"[{'id': 55956, 'uri': 'https://sedra.bethmardutho.org/api/word/55956.json'}]",proper noun (individual's name; e.g. Ephrem),,Greek,ἐπαινετός
26779,"{'id': 29584, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29584.json'}",ܐܦܝܦܝܩܘܣ,{'English': ['hoopoe']},{'Greek': ['ἔποψ']},,"[{'id': 55958, 'uri': 'https://sedra.bethmardutho.org/api/word/55958.json'}]",noun,,Greek,ἔποψ
26780,"{'id': 29585, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29585.json'}",ܐܦܝܦܢܣܛܣܣ,{'English': ['Illustrious']},{'Greek': ['ἐπιφανής']},,"[{'id': 55959, 'uri': 'https://sedra.bethmardutho.org/api/word/55959.json'}]",adjective,,Greek,ἐπιφανής
26781,"{'id': 29586, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29586.json'}",ܐܦܝܩܘܕܣ,{'English': ['a fabulous aquatic creature']},{'Greek': ['ὀφιώδης']},,"[{'id': 55960, 'uri': 'https://sedra.bethmardutho.org/api/word/55960.json'}]",noun,,Greek,ὀφιώδης
26783,"{'id': 29588, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29588.json'}",ܐܦܠܘܬܪܐ,{'English': ['a freedman']},{'Greek': ['ἀπελεύθερος']},,"[{'id': 55962, 'uri': 'https://sedra.bethmardutho.org/api/word/55962.json'}]",noun,,Greek,ἀπελεύθερος
26784,"{'id': 29589, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29589.json'}",ܐܦܠܛܐܘܣ,{'English': ['unapproachable']},{'Greek': ['ἄπλατος']},,"[{'id': 55963, 'uri': 'https://sedra.bethmardutho.org/api/word/55963.json'}]",adjective,,Greek,ἄπλατος
26786,"{'id': 29591, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29591.json'}",ܐܦܢܛܝܐ,{'English': ['meeting']},{'Greek': ['ἀπάντησις']},,"[{'id': 55965, 'uri': 'https://sedra.bethmardutho.org/api/word/55965.json'}]",noun,,Greek,ἀπάντησις
26788,"{'id': 29593, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29593.json'}",ܐܦܣܛܘܣ,{'English': ['Hephaestus']},{'Greek': ['Ἥφαιστος']},,"[{'id': 55967, 'uri': 'https://sedra.bethmardutho.org/api/word/55967.json'}]",proper noun (individual's name; e.g. Ephrem),,Greek,Ἥφαιστος
26789,"{'id': 29594, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29594.json'}",ܐܦܣܟܝܣܛܐ,{'English': ['schismatics']},{'Greek': ['ἀποσχίστης']},,"[{'id': 55968, 'uri': 'https://sedra.bethmardutho.org/api/word/55968.json'}]",noun,,Greek,ἀποσχίστης
26792,"{'id': 29597, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29597.json'}",ܐܦܦܢܛܝܩܘܣ,{'English': ['demonstrative']},{'Greek': ['ἀποφαντικός']},,"[{'id': 55971, 'uri': 'https://sedra.bethmardutho.org/api/word/55971.json'}]",adjective,,Greek,ἀποφαντικός
26793,"{'id': 29598, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29598.json'}",ܐܦܦܢܩܘܣ,{'English': ['opopanax']},{'Greek': ['ὀποπάναξ']},,"[{'id': 55972, 'uri': 'https://sedra.bethmardutho.org/api/word/55972.json'}]",noun,,Greek,ὀποπάναξ
26795,"{'id': 29600, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29600.json'}",ܐܦܩܝܢܘܢ,{'English': ['Cynanchus']},{'Greek': ['ἀπόκυνον']},,"[{'id': 55974, 'uri': 'https://sedra.bethmardutho.org/api/word/55974.json'}]",proper noun,,Greek,ἀπόκυνον
26797,"{'id': 29602, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29602.json'}",ܐܦܪܕܝܡܐ,{'English': ['explanation']},{'Greek': ['ἐπίρρημα']},,"[{'id': 55976, 'uri': 'https://sedra.bethmardutho.org/api/word/55976.json'}]",noun,,Greek,ἐπίρρημα
26799,"{'id': 29604, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29604.json'}",ܐܦܪܘܕܝܣܝܐܘܣ,{'English': ['Aphrodisias']},{'Greek': ['Ἀφροδισιάς']},,"[{'id': 55978, 'uri': 'https://sedra.bethmardutho.org/api/word/55978.json'}]",proper noun,,Greek,Ἀφροδισιάς
26802,"{'id': 29607, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29607.json'}",ܐܦܪܝܛܘܣ,{'English': ['the NNE wind']},{'Greek': ['ἀπαρκτίας']},,"[{'id': 55981, 'uri': 'https://sedra.bethmardutho.org/api/word/55981.json'}]",noun,,Greek,ἀπαρκτίας
26805,"{'id': 29610, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29610.json'}",ܐܦܬܛܝܢ,{'English': ['public granary']},{'Greek': ['ἀπόθετος']},,"[{'id': 55984, 'uri': 'https://sedra.bethmardutho.org/api/word/55984.json'}]",noun,,Greek,ἀπόθετος
26806,"{'id': 29611, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29611.json'}",ܐܦܬܪܘܢ,{'English': ['undecayed']},{'Greek': ['ἄφθαρτος']},,"[{'id': 55985, 'uri': 'https://sedra.bethmardutho.org/api/word/55985.json'}]",adjective,,Greek,ἄφθαρτος
26807,"{'id': 29612, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29612.json'}",ܐܩܐܢܬܘܠܝܣ,{'English': ['a kind of fish']},{'Greek': ['ἀκανθυλλίς']},,"[{'id': 55986, 'uri': 'https://sedra.bethmardutho.org/api/word/55986.json'}]",noun,,Greek,ἀκανθυλλίς
26808,"{'id': 29613, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29613.json'}",ܐܩܕܝܩܘܣ,{'English': ['guardian']},{'Greek': ['ἔκδικος']},,"[{'id': 55987, 'uri': 'https://sedra.bethmardutho.org/api/word/55987.json'}]",noun,,Greek,ἔκδικος
26811,"{'id': 29616, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29616.json'}",ܐܩܘܣܛܘܢ,{'English': ['incombustible']},{'Greek': ['ἄκαυστος']},,"[{'id': 55990, 'uri': 'https://sedra.bethmardutho.org/api/word/55990.json'}]",adjective,,Greek,ἄκαυστος
26812,"{'id': 29617, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29617.json'}",ܐܩܘܩܐ,{'English': ['a berry']},{'Greek': ['κόκκος']},,"[{'id': 55991, 'uri': 'https://sedra.bethmardutho.org/api/word/55991.json'}]",noun,,Greek,κόκκος
26813,"{'id': 29618, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29618.json'}",ܐܩܛܣܛܣܝܐ,{'English': ['confusion']},{'Greek': ['ἀκαταστασία']},,"[{'id': 55992, 'uri': 'https://sedra.bethmardutho.org/api/word/55992.json'}]",noun,,Greek,ἀκαταστασία
26814,"{'id': 29619, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29619.json'}",ܐܩܠܐܛܘܣ,{'English': ['appeal']},{'Greek': ['ἔκκλητος']},,"[{'id': 55993, 'uri': 'https://sedra.bethmardutho.org/api/word/55993.json'}]",noun,,Greek,ἔκκλητος
26815,"{'id': 29620, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29620.json'}",ܐܩܠܝܕܝܢ,{'English': ['cylinder']},{'Greek': ['αὐλίδιον']},,"[{'id': 55994, 'uri': 'https://sedra.bethmardutho.org/api/word/55994.json'}]",noun,,Greek,αὐλίδιον
26816,"{'id': 29621, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29621.json'}",ܐܩܦܠܘ,{'English': ['Acephali']},{'Greek': ['ἀκέφαλος']},,"[{'id': 55995, 'uri': 'https://sedra.bethmardutho.org/api/word/55995.json'}]",noun,,Greek,ἀκέφαλος
26817,"{'id': 29622, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29622.json'}",ܐܩܩܘܣ,{'English': ['blameless']},{'Greek': ['ἄκακος']},,"[{'id': 55996, 'uri': 'https://sedra.bethmardutho.org/api/word/55996.json'}]",adjective,,Greek,ἄκακος
26819,"{'id': 29624, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29624.json'}",ܐܩܪܐ,{'English': ['a citadel']},{'Greek': ['ἄκρα']},,"[{'id': 55998, 'uri': 'https://sedra.bethmardutho.org/api/word/55998.json'}]",noun,,Greek,ἄκρα
26824,"{'id': 29629, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29629.json'}",ܐܪܐܟܣܘܣ,{'English': ['Araxa']},{'Greek': ['Ἀράξης']},,"[{'id': 56003, 'uri': 'https://sedra.bethmardutho.org/api/word/56003.json'}]",proper noun,,Greek,Ἀράξης
26833,"{'id': 29638, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29638.json'}",ܐܪܓܛܐ,{'English': ['laborers']},{'Greek': ['ἐργάτης']},,"[{'id': 56012, 'uri': 'https://sedra.bethmardutho.org/api/word/56012.json'}]",noun,,Greek,ἐργάτης
26841,"{'id': 29646, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29646.json'}",ܐܪܕܝܘܢ,{'English': ['the sea-otter']},{'Greek': ['ἔνυδρις']},,"[{'id': 56020, 'uri': 'https://sedra.bethmardutho.org/api/word/56020.json'}]",noun,,Greek,ἔνυδρις
26845,"{'id': 29650, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29650.json'}",ܐܪܕܩܘܦܐ,{'English': ['a baker']},{'Greek': ['ἀρτοκόπος']},,"[{'id': 56024, 'uri': 'https://sedra.bethmardutho.org/api/word/56024.json'}]",noun,,Greek,ἀρτοκόπος
26850,"{'id': 29655, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29655.json'}",ܐܪܘܣܝܐ,{'English': ['erotic']},{'Greek': ['ἔρως']},,"[{'id': 56029, 'uri': 'https://sedra.bethmardutho.org/api/word/56029.json'}]",adjective,,Greek,ἔρως
26853,"{'id': 29658, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29658.json'}",ܐܪܙܘܢ,{'English': ['Arzanene']},{'Greek': ['Ἀρζανηνή']},,"[{'id': 56032, 'uri': 'https://sedra.bethmardutho.org/api/word/56032.json'}]",proper noun (place name),,Greek,Ἀρζανηνή
26858,"{'id': 29663, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29663.json'}",ܐܪܛܘܩܘܦ,{'English': ['bakers']},{'Greek': ['ἀρτοκόπος']},,"[{'id': 56037, 'uri': 'https://sedra.bethmardutho.org/api/word/56037.json'}]",noun,,Greek,ἀρτοκόπος
26859,"{'id': 29664, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29664.json'}",ܐܪܛܝܓܢܐ,{'English': ['a long-billed wader']},{'Greek': ['ἀτταγήν']},,"[{'id': 56038, 'uri': 'https://sedra.bethmardutho.org/api/word/56038.json'}]",noun,,Greek,ἀτταγήν
26860,"{'id': 29665, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29665.json'}",ܐܪܛܝܣܘܣ,{'English': ['Ariassus']},{'Greek': ['Ἀριασσός']},,"[{'id': 56039, 'uri': 'https://sedra.bethmardutho.org/api/word/56039.json'}]",proper noun,,Greek,Ἀριασσός
26862,"{'id': 29667, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29667.json'}",ܐܪܛܐܪܣ,{'English': ['the bronchial tubes']},{'Greek': ['ἀρτηρία']},,"[{'id': 56041, 'uri': 'https://sedra.bethmardutho.org/api/word/56041.json'}]",noun,,Greek,ἀρτηρία
26864,"{'id': 29669, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29669.json'}",ܐܪܝܢܝܣܐ,{'English': ['to be a follower of Arius']},{'Greek': ['Arius']},,"[{'id': 56043, 'uri': 'https://sedra.bethmardutho.org/api/word/56043.json'}]",verb,,Greek,Arius
26869,"{'id': 29674, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29674.json'}",ܐܪܝܢܙܘ,{'English': ['Nazianzus']},{'Greek': ['Nazianzus']},,"[{'id': 56048, 'uri': 'https://sedra.bethmardutho.org/api/word/56048.json'}]",proper noun (place name),,Greek,Nazianzus
26874,"{'id': 29679, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29679.json'}",ܐܪܟܐܪܐ,{'English': ['chief priest']},{'Greek': ['ἀρχιερεύς']},,"[{'id': 56053, 'uri': 'https://sedra.bethmardutho.org/api/word/56053.json'}]",noun,,Greek,ἀρχιερεύς
26879,"{'id': 29684, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29684.json'}",ܐܪܟܝܕܝܩܘܢܝܐ,{'English': ['archidiaconal functions']},{'Greek': ['ἀρχιδιάκονος']},,"[{'id': 56058, 'uri': 'https://sedra.bethmardutho.org/api/word/56058.json'}]",noun,,Greek,ἀρχιδιάκονος
26880,"{'id': 29685, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29685.json'}",ܐܪܟܝܘܛܐ,{'English': ['chief magistrate']},{'Greek': ['ἀρχειώτης']},,"[{'id': 56059, 'uri': 'https://sedra.bethmardutho.org/api/word/56059.json'}]",noun,,Greek,ἀρχειώτης
26881,"{'id': 29686, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29686.json'}",ܐܪܟܝܛܩܛܘܢ,{'English': ['an architect']},{'Greek': ['ἀρχιτέκτων']},,"[{'id': 56060, 'uri': 'https://sedra.bethmardutho.org/api/word/56060.json'}]",noun,,Greek,ἀρχιτέκτων
26889,"{'id': 29694, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29694.json'}",ܐܪܢ,{'English': ['Albania']},{'Greek': ['Ἀλβανός']},,"[{'id': 56068, 'uri': 'https://sedra.bethmardutho.org/api/word/56068.json'}]",proper noun (place name),,Greek,Ἀλβανός
26893,"{'id': 29698, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29698.json'}",ܐܪܢܛܪܘܬ,{'English': ['the art of training birds']},{'Greek': ['ὄρνις']},,"[{'id': 56072, 'uri': 'https://sedra.bethmardutho.org/api/word/56072.json'}]",noun,,Greek,ὄρνις
26901,"{'id': 29706, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29706.json'}",ܐܪܦܢܛܪܦܝܘܢ,{'English': ['an Orphan Asylum']},{'Greek': ['ὀρφανοτροφεῖον']},,"[{'id': 56080, 'uri': 'https://sedra.bethmardutho.org/api/word/56080.json'}]",noun,,Greek,ὀρφανοτροφεῖον
26902,"{'id': 29707, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29707.json'}",ܐܪܦܢܛܪܦܣ,{'English': ['warden of the orphanage']},{'Greek': ['ὀρφανοτρόφος']},,"[{'id': 56081, 'uri': 'https://sedra.bethmardutho.org/api/word/56081.json'}]",noun,,Greek,ὀρφανοτρόφος
26903,"{'id': 29708, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29708.json'}",ܐܪܩܐ,{'English': ['Arca']},{'Greek': ['Ἄρκη']},,"[{'id': 56082, 'uri': 'https://sedra.bethmardutho.org/api/word/56082.json'}]",proper noun (place name),,Greek,Ἄρκη
26906,"{'id': 29711, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29711.json'}",ܐܪܩܛܝܩܘܣ,{'English': ['the Arctic zone']},{'Greek': ['ἀρκτικός']},,"[{'id': 56085, 'uri': 'https://sedra.bethmardutho.org/api/word/56085.json'}]",proper noun,,Greek,ἀρκτικός
26908,"{'id': 29713, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29713.json'}",ܐܪܩܠܝܛܘܣ,{'English': ['Heraclitus']},{'Greek': ['Ἡράκλειτος']},,"[{'id': 56087, 'uri': 'https://sedra.bethmardutho.org/api/word/56087.json'}]",proper noun (individual's name; e.g. Ephrem),,Greek,Ἡράκλειτος
26910,"{'id': 29715, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29715.json'}",ܐܪܬܘܣܝܐܕܐ,{'English': ['Orthosias']},{'Greek': ['Ὀρθωσία']},,"[{'id': 56089, 'uri': 'https://sedra.bethmardutho.org/api/word/56089.json'}]",proper noun (place name),,Greek,Ὀρθωσία
26921,"{'id': 29727, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29727.json'}",ܐܬܠܝܒܝܣ,{'English': ['Atrib']},{'Greek': ['Ἄθλιβις']},,"[{'id': 56101, 'uri': 'https://sedra.bethmardutho.org/api/word/56101.json'}]",proper noun (place name),,Greek,Ἄθλιβις
26925,"{'id': 29731, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29731.json'}",ܒܐܒܕܝܐ,{'English': ['in like manner']},{'Greek': ['ἰδέα']},,"[{'id': 56105, 'uri': 'https://sedra.bethmardutho.org/api/word/56105.json'}]",adverb,,Greek,ἰδέα
26930,"{'id': 29736, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29736.json'}",ܐܬܬܝܣ,{'English': ['Attic']},{'Greek': ['Ἀτθίς']},,"[{'id': 56110, 'uri': 'https://sedra.bethmardutho.org/api/word/56110.json'}]",noun,,Greek,Ἀτθίς
26934,"{'id': 29740, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29740.json'}",ܒܐܝܘܣ,{'English': ['violence']},{'Greek': ['Bias']},,"[{'id': 56114, 'uri': 'https://sedra.bethmardutho.org/api/word/56114.json'}]",noun,,Greek,Bias
26936,"{'id': 29742, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29742.json'}",ܒܐܟܐ,{'English': ['cough']},{'Greek': ['βήξ']},,"[{'id': 56116, 'uri': 'https://sedra.bethmardutho.org/api/word/56116.json'}]",noun,,Greek,βήξ
26938,"{'id': 29744, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29744.json'}",ܒܐܟܣܝܣ,{'English': ['a statement']},{'Greek': ['βάξις']},,"[{'id': 56118, 'uri': 'https://sedra.bethmardutho.org/api/word/56118.json'}]",noun,,Greek,βάξις
26939,"{'id': 29745, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29745.json'}",ܒܐܠܐܩܐ,{'English': ['an isle in the Red Sea']},{'Greek': ['Βαλάκα']},,"[{'id': 56119, 'uri': 'https://sedra.bethmardutho.org/api/word/56119.json'}]",proper noun (place name),,Greek,Βαλάκα
26941,"{'id': 29747, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29747.json'}",ܒܐܠܐܩܘܣ,{'English': ['the pelican']},{'Greek': ['πελεκάν']},,"[{'id': 56121, 'uri': 'https://sedra.bethmardutho.org/api/word/56121.json'}]",noun,,Greek,πελεκάν
26946,"{'id': 29752, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29752.json'}",ܒܐܣܐ,{'English': ['Bassa']},{'Greek': ['Βάσσα']},,"[{'id': 56126, 'uri': 'https://sedra.bethmardutho.org/api/word/56126.json'}]",proper noun (place name),,Greek,Βάσσα
26955,"{'id': 29761, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29761.json'}",ܒܒܠܝܬܩܐ,{'English': ['a library']},{'Greek': ['βιβλιοθήκη']},,"[{'id': 56135, 'uri': 'https://sedra.bethmardutho.org/api/word/56135.json'}]",noun,,Greek,βιβλιοθήκη
26973,"{'id': 29779, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29779.json'}",ܒܗܠܘܢܝ,{'English': ['a sharpnosed pike']},{'Greek': ['βελόνη']},,"[{'id': 56153, 'uri': 'https://sedra.bethmardutho.org/api/word/56153.json'}]",noun,,Greek,βελόνη
26978,"{'id': 29784, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29784.json'}",ܒܘܐܬܘܣ,{'English': ['assistant']},{'Greek': ['βοηθός']},,"[{'id': 56158, 'uri': 'https://sedra.bethmardutho.org/api/word/56158.json'}]",noun,,Greek,βοηθός
26979,"{'id': 29785, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29785.json'}",ܒܘܐܬܝܐ,{'English': ['auxiliary']},{'Greek': ['βοήθεια']},,"[{'id': 56159, 'uri': 'https://sedra.bethmardutho.org/api/word/56159.json'}]",adjective,,Greek,βοήθεια
26980,"{'id': 29786, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29786.json'}",ܒܘܒܘ,{'English': ['wild oxen (abbr.)']},{'Greek': ['βούβαλος']},,"[{'id': 56160, 'uri': 'https://sedra.bethmardutho.org/api/word/56160.json'}]",noun,,Greek,βούβαλος
